,id,text,Unnamed: 2,amir,charles,moindze,sent_id,question_id,label,similarity
194,658,Pas de privilèges ni avantages post mandats (principe d’égalité).,97,non dissident,non dissident,non dissident,3,UHJvcG9zYWw6MDgzNzJhZTAtMWUyOC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
195,659,"Au total, l'Etat pourrait économiser près de 2 milliards d'euros en s'attaquant efficacement à cette nébuleuse de comités.",98,non dissident,non dissident,non dissident,24,UHJvcG9zYWw6MTI5MGExOTYtMWUzZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
196,660,arrêter la dématérialisation à outrance,99,non dissident,non dissident,non dissident,0,UHJvcG9zYWw6YTVlZjc5OWYtMWUzOC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
197,661,"En démocratie, le peuple souverain élit les représentants, compétents ou incompétents, qu’il mérite du fait de sa propre compétence ou incompétence.",45,,,,1,UHJvcG9zYWw6YjRjOGRmMGYtMWUyMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
198,662,"http://www.sincerites.org/2017/05/en-20-ans-les-francais-es-pourraient-detenir-51-du-capital-social-des-entreprises-du-cac-40-banques-incluses.html 3) Lettre ouverte à la Classe Ouvrière (et à tous ceux qui se sentent victimes du Capitalisme, du Libéralisme Économique, de la Mondialisation et de l'Union Européenne) http://www.sincerites.org/2017/04/lettre-ouverte-a-la-classe-ouvriere-et-a-tous-ceux-qui-se-sentent-victimes-du-capitalisme-du-liberalisme-economique-et-de-la-mondial 4) Des peuples socio-économiquement incompétents ne peuvent élire qu’un personnel politique socio-économiquement incompétent.",57,,,,13,UHJvcG9zYWw6YjRjOGRmMGYtMWUyMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,inclassable,
199,663,"En démocratie, le peuple souverain élit les représentants, compétents ou incompétents, qu’il mérite du fait de sa propre compétence ou incompétence.",45,,,,1,UHJvcG9zYWw6YjRjOGRmMGYtMWUyMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
200,664,"http://www.sincerites.org/2017/05/en-20-ans-les-francais-es-pourraient-detenir-51-du-capital-social-des-entreprises-du-cac-40-banques-incluses.html 3) Lettre ouverte à la Classe Ouvrière (et à tous ceux qui se sentent victimes du Capitalisme, du Libéralisme Économique, de la Mondialisation et de l'Union Européenne) http://www.sincerites.org/2017/04/lettre-ouverte-a-la-classe-ouvriere-et-a-tous-ceux-qui-se-sentent-victimes-du-capitalisme-du-liberalisme-economique-et-de-la-mondial 4) Des peuples socio-économiquement incompétents ne peuvent élire qu’un personnel politique socio-économiquement incompétent.",57,,,,13,UHJvcG9zYWw6YjRjOGRmMGYtMWUyMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,inclassable,
201,665,"Nous remarquons souvent des doublons dans les services, et dans 90% des cas le personnel répondant au téléphone est incompétent ou absent, et bien souvent est incapable de répondre avec précision ceci quand il ne vous raccroche pas la ligne au nez.",1023,,,,1,UHJvcG9zYWw6MTc2Zjc5ODQtMWUyZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
202,666,"Diminuez le nombre de parlementaires, supprimez leurs privilèges, stoppez leurs inactions et leurs engraissements corrompus et le peuple vous suivra.",1255,,,,5,UHJvcG9zYWw6MGRmNGI5MGItMWUzMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
203,667,"Les commissions indépendantes sont trop nombreuses et surtout le salaires de ces commissionnaires sont trop élevés, on justifie le salaire exorbitant de ces personnes en mettant en avant le fait que si le salaire est haut alors on à moins de chance qu'ils soit corrompue, soyons sérieux être un haut fonctionnaire ou une directrice d'une de ces commissions devrait être une vocation et un honneur !",2401,,,,1,UHJvcG9zYWw6NThiNGNhMGEtMWUzZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
204,668,"Les administrations toutes confondues sont trop satellitaires, les compétences diffuses et les agents sont soient incompétents soient non investis dans leurs missions",3412,,,,0,UHJvcG9zYWw6NTlkNjIxM2ItMWU0Ny0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
205,669,"Théoriquement valable, en pratique totalement bancal du au fait que les éléments humains, soient de plus en plus fréquemment corrompu.",3430,,,,0,UHJvcG9zYWw6N2ViNTA2NmYtMWU0Ny0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
206,670,"Elle est pléthorique , imbue , nulle , budgétivore, montreuse et incompétente .",4283,,,,0,UHJvcG9zYWw6MDgyNDk2MmMtMWU1MC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
207,671,"Trop compliqué, organisation et démarches trop longues et compliquées, personnel peu efficace et souvent incompétent et peu engagé.",4548,,,,0,UHJvcG9zYWw6MDY3OTNlODQtMWU1Mi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
208,672,Contrôle strict des marchés publics avec sanction d'inéligibilité à vie pour les corrompus en plus de la peine de prison effective et du remboursement avec amende de toutes les sommes volées aux contribuables Français.,5604,,,,7,UHJvcG9zYWw6NDllYTIwNGMtMWU1Yi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
209,673,Justice indépendante du pouvoir avec constitution d'un jury populaire élu annuellement ayant la possibilité de faire appel dans les procès de nos élus corrompus.,5605,,,,8,UHJvcG9zYWw6NDllYTIwNGMtMWU1Yi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
210,674,"alors oui transférer les compétences aux communauté de commune c'est limités le clientélisme, le favoritisme, le copinage.",5804,,,,10,UHJvcG9zYWw6OTY5NWVmMjUtMWU1Yy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
211,675,"Trop de lenteurs et de personnes incompétentes, je suis fonctionnaire et il faudrait supprimer le statut  à vie et nous payer au mérite, mais là je vais déjà trop loin.",6269,,,,1,UHJvcG9zYWw6ZjI3ZGE2MGItMWU2MC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
212,676,"Catastrophique, des fonctionnaires incompétents pour la plupart, des privilèges inadmissibles !",6273,,,,0,UHJvcG9zYWw6MDk5NDE4MzEtMWU2MS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
213,677,"Ceci sont mes doléances en réponse a Mr Macron,je suis un citoyen normal noyé dans la société j'ai toujours payé des impôts se qui fait de moi un personne qui participe pleinement au bien être de la société ,je ne manifeste jamais ,pas syndiqué, et politiquement changeant en fonction de mes avantages ,Mr FIV Dan 57 ans fonctionnaire hospitalier tous d'abord je suis pour le retour de ISF pour une augmentations du pouvoir d'achat par les salaires ,pas rien que le SMIC pour supprimer tous les avantages autre que prime et salaires, tous les français moyen fond avec leur salaire et prime et rien d'autre pour la baise de TVA sur les produits de consommations courante y compris énergétique  je me permet de vous écrire ,pour vous alerter de chose que j'ai pu constater toute au long de ma carrière de 36 ans de fonction public dans un service techniques de Chu, voila déjà il y a eu toujours des passe droit ,que j'ai remarquer et dont je suis certain qu'ils sont généraliser, logement de fonction a tous les directeurs et ceux qui n'en n'ont  pas ont une indemnité de logement avec certain frais compris, alors qu'au départ seulement le DG devais avoir se logement pour des raison évidente de disponibilité sur place en cas de force majeur, mais la ou le bouchon pouce plus loin c'est que certain ingénieur ont aussi ses logements, je vous laisse faire votre enquête, sans parler de dépense  énorme jamais sanctionné suite a des erreurs de fonctionnement ou des erreurs individuel par manque de compétence, sans parler non plus de poste bidon pour satisfaire le copinage ,ses dix dernière année il y a eu du nouveau c'est les réorganisations  censé  amélioré le fonctionnement et les dépenses ,ben c'est raté rien de cela ,mais voir pire car on a rien trouver de mieux que de rémunéré c'est réorganisateur par une prime a l'objectif quelle blague ,forcement tous la filière jusqu'au DG y retrouve son compte ,sauf les dindons de la farce ,le bas de l'échelle qui n'est pas motivé ,et voir même surveillé de prêt a compté le nombre d'heure effectuer  et le temps passer, sans aucune différence fait entre la bonne volonté et ceux qui se foute de tous, j'arrive en fin de carrière pour faire un constat très amère et une dé motivation qui ne fais qu'accroître, avec même un dégoût de faire mon travail, je pense ne pas être seule d'en se cas , donc on en reviens toujours au même ,on motive une certaine élite soit disant bonne ,au profit du reste ,je compte sur vous pour faire une études sur se phénomène qui je penses touches nombre d'administration, , il faut que sa change ,merci de votre compréhension et surtout de l'attention que vous donnerez a mes dire qui ne sont pas paroles d'évangile ,mais la vérité vécu, bon courage pour la suite ,un quidam ,qui préfère rester anonyme connaissant la malhonnêteté de certain personne mal avisé.",7127,,,,0,UHJvcG9zYWw6NDBkMjMwZTItMWU2Ny0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
214,678,"Rééquilibrer les régions organisées en leur temps sous l'égide du ""copinage"" et de l'entre-soi, pour qu'elles puissent peser face aux grandes régions d'Europe.",7136,,,,1,UHJvcG9zYWw6NDMxYTVlYzktMWU2Ny0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
215,679,"A l'heure actuelle, le citoyen honnête doit 'payer de sa poche', de son temps et de son énergie et aller en justice pour faire valoir son droit face à des élus corrompus.",8877,,,,7,UHJvcG9zYWw6MDgwYWRhNGEtMWU3YS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
216,680,"Pour évoluer il faudrait déjà interdire le lobbyisme et le copinage, l'état est une institution qui doit être impartiale, et qui doit privilégier le sécurité de ses citoyens plutôt que favoriser les entreprises.",9072,,,,1,UHJvcG9zYWw6ZWE0NmY0NzYtMWU3Yy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
217,681,incompétente jamais les bonnes réponses et des informations souvent contradictoires,9843,,,,0,UHJvcG9zYWw6MTg4ODRjOGEtMWU4Ni0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
218,682,Les employés de mairie et autres collectivités ne seraient pas fonctionnaires et pourraient être licenciés si incompétents!,10019,,,,14,UHJvcG9zYWw6MTM2MmYwZjgtMWU4OC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
219,683,"De plus avant d'occupé la fonction il aura grandit en étant préparé à servir uniquement le Pays, sous les feux des projecteurs, ne sortant pas de nul part, déjà plus ou moins bien connu de la population depuis des années, réduisant au maximum du possible souhaitable en démocratie les chances qu'il soit corrompus par une ou diverses entités tierces si son éducation et le corpus réglementaire ont étaient correctement établis et suivi par ce dernier, tout en maintenant lui et sa famille une conduite correct le long de son règne pour durée.",10068,,,,12,UHJvcG9zYWw6NmY2MTI2YjAtMWU4OC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
220,684,"Arrêt des recrutements par ""réseau"" et ""copinage"" au CNRS et dans les Universités.",11298,,,,1,UHJvcG9zYWw6YWQwMTU0NmYtMWU5Yy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
221,685,"C'est brouillon, lent, pauvre et incompétent",11463,,,,0,UHJvcG9zYWw6MDc5OGQyNmMtMWVhNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
222,686,"Plus de contrôles sur les projets régionaux soumettre à Référendum, arrêter le copinage et le recasage.",11558,,,,1,UHJvcG9zYWw6OTY1ZTAwNjItMWViYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
223,687,"Mettre à exécution immédiate et prioritaire la suppression de tous les services, toutes les agences, tous les postes qui s’assimilent à du copinage, à de l’abus de biens sociaux à une gestion mafieuse : ambassadeur des pôles, haute (très haute) fonctionnaire qui refuse des missions, ambassadeur de la langue française à Paris, Cese et ses petits en régions, 600 hauts comités et hautes autorités dont on ne connaît ni le nom ni le rôle, … Sortir d’une fiscalité « juste » basée sur la seule jalousie : peu importe l’impôt pourvu qu’il soit payé par plus riche que moi.",11730,,,,3,UHJvcG9zYWw6ZDNiODAzMTktMWVkNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
224,688,"Trop compliqué, trop de paperasse, des agents incompétents et ne sont pas à l'écoute.",11879,,,,0,UHJvcG9zYWw6NDY2ZjdhZjUtMWVkZC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
225,689,"La Préfecture devient difficile à contacter à cause : absence des agents en charge des dossiers, agents incompétents, préfecture joignable uniquement une matinée par semaine.",12276,,,,0,UHJvcG9zYWw6MDJmZjE2ZjUtMWVlNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
226,690,supprimer la sécurité de l'emploi pour les incompétents,12432,,,,1,UHJvcG9zYWw6Y2NjNzUxNzEtMWVlOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
227,691,"organisation très lourde et inutile qui coute très cher et na rapporte rien, suppression de nombreuses collectivités territoriales inutiles et incompétentes",12492,,,,0,UHJvcG9zYWw6Mzg0NzE1MDEtMWVlYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
228,692,"Lamentable, tout est a revoir Dans un premier temps des administrations humaines et disponible au service du citoyen et pas le contraire, simplifier l' accueil sans attendre des heures pour s' entendre dire votre dossier n'est pas complet ou vous n'avez droit a rien, passer des heures au téléphone en tapant 1, 2,3 pour écouter la musique et tomber sans des personnes souvent incompétentes",12973,,,,0,UHJvcG9zYWw6ZDQzOGUxMjUtMWVmMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
229,693,La liste est longue des sujets sur lesquels les élus donnent des leçons alors qu’ils sont eux-mêmes corrompus et jamais condamnés.,13381,,,,10,UHJvcG9zYWw6OWVmNzM1OWMtMWVmNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
230,694,"Chaque fois que l'état touche quelque chose, cela termine en gabegie, corruption, déficit ou copinage.",13515,,,,0,UHJvcG9zYWw6NmFkN2IxZTgtMWVmNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
231,695,Trop d'incompétents.,14513,,,,0,UHJvcG9zYWw6NjNlY2E3MTEtMWVmZi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,inclassable,
232,696,"La confiance est rompue, car le rapport n'est plus humain, mais digitalisé et donc , impersonnel, lent, incompétent de plus souvent, voir <je m'enfoutiste de toute manière ce n'est pas moi qui répondrai la prochaine fois>.",15115,,,,1,UHJvcG9zYWw6NjI0ZGEwZjktMWYwNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
233,697,"Tout est corrompu, faux, dévoyé, caché, centralisé.",15148,,,,5,UHJvcG9zYWw6MGM4MWQwYjctMWYwNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
234,698,"Ces intercommunalités ne sont basés que sur des copinages de maires ( je le vois à Drancy, autrefois associé à Bobigny, car de gauche on reste entre nous, puis maintenant avec le Bourget et Dugny, car on reste entre droite hein) qui augmente nos impots et permet un cumul des mandats (toujours exemple de Drancy, le maire n'est plus maire pour cumul avec le statut de député, depuis c'est sa femme.",15465,,,,1,UHJvcG9zYWw6ZmQ0NDdiNmYtMWYwYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
235,699,"Il faudrait se faire confiance, le citoyen n'est pas un fraudeur en puissance, le maire un incompétent notoire.",15912,,,,0,UHJvcG9zYWw6NDIxY2M3NjctMWYxMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
236,700,"chez moi une trésorerie neuve avec beaucoup de personnels , incompétent , quand on est sur place pour régler un probleme , la responsable trouve pas mieux de m'encourager un écrire pour régler mon probleme !!",16186,,,,0,UHJvcG9zYWw6NjY4YjI1ODgtMWYxNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
237,701,"Il y a actuellement trop d'intermédiaires, de temps de latence entre les différentes étapes, de personnels incompétents et de gaspillage de papiers.",16386,,,,1,UHJvcG9zYWw6NDMxYjFhMmEtMWYxNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
238,702,"La décentralisation OUI, mais le cumul d'incompétents, NON",16806,,,,1,UHJvcG9zYWw6NGI4YjcyNTEtMWYxYi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
239,703,"Ceux-ci profitent d'un système corrompu jusqu'à la moelle, et profitent de cette manne financière qui les protège au-delà de l'imaginable.",16845,,,,1,UHJvcG9zYWw6YjRhZmVjZGQtMWYxYi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
240,704,"Il suffirait donc de le vouloir et au lieu de supprimer aveuglément des emplois (occupés le plus souvent par des agents compétents), la fonction publique et les finances publiques gagneraient beaucoup à ce que ce soient les agents incompétents qui perdent leur sinécure.",16993,,,,14,UHJvcG9zYWw6YmQ1ZjEwZjQtMWYxYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
241,705,"Un bon fainéant du public est noyé dans la masse tout comme un incompétent, par contre dans le privé il est mis à l'index par ses collègues sur la charge de travail à accomplir et évincer par l'employeur privé si la situation ne change pas  Dans le privé, le salaire est synonyme de travail, dans le public le salaire n'est lié à aucune exigence, aucune contrainte.",18363,,,,6,UHJvcG9zYWw6ZWQ0Yzg0MWEtMWYyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
242,706,"on devrait annuler les Régions, elles ne correspondent à rien, Hollande n'a fait que du copinage.",18423,,,,2,UHJvcG9zYWw6NWZjYTRhMDMtMWYyYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
243,707,"-stop aux postes bien rémunérés donnés par copinage, pistonnage et emplois fictifs.",18656,,,,28,UHJvcG9zYWw6MDY2NGJkZDYtMWYyYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
244,708,"millefeuille administratif , copinage .",19280,,,,0,UHJvcG9zYWw6ODdiZTU4MWMtMWYzMS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
245,709,"Trop de communes, intercommunalités inutiles et dépensières trop de directeur  trop d'intouchables et d'incompétents que l'on ne peux pas virer à cause du contrat à vie !",19909,,,,1,UHJvcG9zYWw6MjA1MjcxNzgtMWYzOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
246,710,"L'utilisation des fonds publics de façon très discutable (emplois fictifs, copinage, marchés truqués,.)",20626,,,,1,UHJvcG9zYWw6ZjgzNjljMTUtMWY0My0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
247,711,"trop pyramidale, trop de gens incompétents a des postes clés",20837,,,,0,UHJvcG9zYWw6MGJjMDRlOTYtMWY0Ny0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
248,712,"Communes,département, région ,communes de communes quels frick gâché et ne parlons pas de pistons et copinages pourquoi les députés et les sénateurs persoivet ils autant de revenus 6500€de frais y a que en France ou ces privilèges on cour.",20917,,,,1,UHJvcG9zYWw6YWI5ZmY3YWQtMWY0OC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
249,713,Certains magistrats sont incompétents mais indéboulonnables au nom du sacro saint principe d'indépendance de la Justice.,21032,,,,8,UHJvcG9zYWw6YzVkOTJhYjktMWY0YS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
250,714,"Multiplicité d interlocuteurs majoritairement incompétents renvoyant ""la balle"" aux collègues ce qui contribue à la complexité de chaque démarche.",21201,,,,0,UHJvcG9zYWw6Y2M3YzE0YjAtMWY0Yy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
251,715,"Fini le copinage, les heures autour de la cafetière, les arrêts  maladies injustifiés.",21406,,,,1,UHJvcG9zYWw6YjM0ZjUxZDYtMWY0Zi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
252,716,"Concernant les administrations, beaucoup de personnes incompétentes, des administrations qui ne fonctionnent plus.",22250,,,,0,UHJvcG9zYWw6YmNiZjE3YjctMWY1Yi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
253,717,Je pense aussi que les salaires et les promotions sont faites sur simple jugement et copinage.,22456,,,,1,UHJvcG9zYWw6NTFiMDcxYmYtMWY2MS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
254,718,"Que les incompétents ne soient plus dans des postes cachés, protégés par un statut inaliénable.",22525,,,,0,UHJvcG9zYWw6M2VmYTMwODctMWY2NC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
255,719,gestion financière selon copinage sans écoute du terrain.,22602,,,,5,UHJvcG9zYWw6ZjVlN2JjNzQtMWY2OS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
256,720,Cesser les doublons et les emboche de copinage par piston.,23050,,,,0,UHJvcG9zYWw6NWI4MDU3YzItMWZhYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
257,721,"trop de centre décisionnels diffus, trop de copinage, des intérêts privés qui se croisent pour au final produire des potentats locaux, véritable seigneur sur leur territoire.",23245,,,,3,UHJvcG9zYWw6NTg3YzhiNWItMWZhZC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
258,722,"Administrations décourageantes, parfois incompétentes.",23789,,,,0,UHJvcG9zYWw6OTJjYjkwYmQtMWZiOC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
259,723,"Trop de loi inutiles sont votées et en plus non mise en applications, trop d’administrations sont dématérialisées et sont inutiles, inadaptés ou incompétentes.",23946,,,,0,UHJvcG9zYWw6N2JmYjk3MzItMWZiYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
260,724,"Trop lente, trop chère, très inégale, trop arbitraire, trop opaque, trop disparate, trop difficile d'accès pour beaucoup, trop compliquée, trop de lois obsolètes ou injustes, trop imprévisible, trop corrompue même peut être au vu de la fréquence des arrangements entre avocats sur trop de dossiers, entre magistrats aussi, trop de copinage avec certains procureurs et l'Etat, etc.",24424,,,,1,UHJvcG9zYWw6ZjcwYzQwNzQtMWZjMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
261,725,Trop de copinage,24467,,,,2,UHJvcG9zYWw6YzMzNGU1NWEtMWZjMS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
262,726,"Dans les administrations ,on trouve trop de personnes incompétentes, et c'est cela qui ne fonctionne plus.",25597,,,,2,UHJvcG9zYWw6ZjIzNDY0MTMtMWZjZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
263,727,"Ces réflexions ou propositions ne sont pas exhaustives ni complètes mais sont dictées par le bon sens et font suite à 50 ans de réflexion et d’expériences diverses où, malheureusement, nous avons toujours eu le sentiment que nous «allions, à plus ou moins long terme, dans le mur» menés par une majorité de Politiques énarques, intelligents et bons parleurs, mais timorés, incompétents, irresponsables et d’une lâcheté politique incommensurable.",25737,,,,0,UHJvcG9zYWw6NDRjNTg2NWMtMWZkMi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,inclassable,
264,728,"Réduire d'un tiers les structures administratives et le nombre d'élus et de pouvoirs locaux diminuera d'un tiers les risques de corruption, de copinages, le clientélisme,  les abus d'argent public etc.",26041,,,,3,UHJvcG9zYWw6MmEyY2E1MjAtMWZkNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
265,729,"A L'HEURE ACTUELLE, l'Etat par lui-même EST incompétent donc ses représentants le sont.",26462,,,,0,UHJvcG9zYWw6NjExMGUxNjUtMWZkYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
266,730,Surtout dans des régions comme la mienne (PACA) où la pression immobilière est très forte et où les élus sont souvent corrompus par des promoteurs immobiliers mafieux.,26733,,,,2,UHJvcG9zYWw6YmU2NDM2YWMtMWZkYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
267,731,Je propose tout d'abord non pas de réduire le nombre de fonctionnaires (dont je fais d'ailleurs partie mais dans le secteur de la recherche scientifique) mais surtout d'être un peu plus rigoureux et de virer les gens incompétents ou trop fainéants pour faire leur travail correctement !!!,26744,,,,2,UHJvcG9zYWw6Y2ZmN2RiMmUtMWZkYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
268,732,"Bref, tout faire pour éviter le copinage et le corporatisme.",27098,,,,3,UHJvcG9zYWw6OWQ5MTE3NzUtMWZlMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
269,733,"trop de personnes incompétentes dans l'administration, pas d'objectif de résultat à atteindre poste par poste, argent public gaspillé, l'administration est très loin de la réalité du terrain, les salaires sont largement surdimensionnés pour des missions basiques, il faut appliquer un salaire moyen au niveau national par catégorie d'emploi",27578,,,,0,UHJvcG9zYWw6MTI2MWQwYjMtMWZlNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
270,734,Il faut arrêter les placards dorés pour les hauts fonctionnaires incompétents.,28532,,,,3,UHJvcG9zYWw6MjQ0MWUwN2MtMWZmMS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
271,735,Favoritisme et copinage non-empêchés.,28535,,,,1,UHJvcG9zYWw6M2E1N2EwZjctMWZmMS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
272,736,"Sur le net logiciel inadapté fait par des personnes incompétentes ,sauf pour ce faire payer une fortune ce qui ne vaut presque rien.",29098,,,,1,UHJvcG9zYWw6OGU4NWUzNDctMWZmOC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
273,737,"Moins de fonctionnaires revêches ou incompétents et qui se sentent supérieurs aux administrés qui ne  sont que leur employeurs réels en réalité,  horaires soit disant larges mais qui ne correspondent en rien aux containtes des usagers  (exemple : Bibliothèques fermées lorsque les élèves sont libres !",32329,,,,0,UHJvcG9zYWw6YmJkMzU2NTktMjAyYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
274,738,Il n'est pas corrompu.,32354,,,,1,UHJvcG9zYWw6YjIxN2NiY2EtMjAyYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
275,739,"Dissoudre des organismes incompétents comme l'ANR, HADOPI, la CNIAE (il y en a plus de 100 inutiles).",32909,,,,4,UHJvcG9zYWw6NjFkZmViOGItMjA3MC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
276,740,"En outre, les élus siégeant dans les structures intercommunales ne sont pas légitimes car élus indirectement par le peuple (par le biais d'autres élus locaux hyper-encartés politiquement et qui donnent lieu à du ""copinage"", il se pose donc le problème de la représentativité de ces personnes à cet échelon ainsi que celui du plafond de leurs indemnités qui seraient à revoir.",33185,,,,2,UHJvcG9zYWw6ZDY5ZTg1MjctMjA3YS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident,
277,741,"- Il convient de privilégier la possibilité de  contacts avec des PERSONNES ( plutôt que des accueils par des robots téléphoniques) quand Internet n'est pas la solution - Les élus ne devraient pas faire plus de 2 mandats consécutifs (pour éviter le ""copinage"" et les ""rentes de situation""  - Il faudrait plus de contrôles de la part de l'administration pour éviter les abus ( contrôles fiscaux, observation du code de la route, contrôle du droit aux logements sociaux, contrôle du droit aux allocations familiales , contrôle des demandeurs d' emploi dans leurs recherches (s'ils touchent des allocations de chômage),  contrôle des allocataires sans doute décédés et qui continuent à toucher leurs allocations, etc.",33597,,,,3,UHJvcG9zYWw6NjcyZDVjOTgtMjA4My0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
278,742,"Nommer les gens aux mérites pas par copinage ou promo ""canapé""",33744,,,,0,UHJvcG9zYWw6ZGMxMzc1MDYtMjA4NS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
279,743,Recentralisation de l'administration avec gestion par  des fonctionnaires intègres et non soumis à du copinage en région.,35236,,,,2,UHJvcG9zYWw6OWExZTc3MTMtMjA5OC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident,
